Latitude,Longitude,Station,Depth,Temperature,Salinity,Nitrate,Iron,Pressure,Ratio,Density
-69.397,359.96686,PS71/178,4.3,-1.592,33.914001,,,4.3,,27.299043706852444
-69.397,359.96686,PS71/178,10.0,-1.584,33.911999,23.08,0.214634,10.1,107531.89149901693,27.29711756550023
-69.397,359.96686,PS71/178,10.4,-1.476,34.007999,,,10.5,,27.37175844375429
-69.397,359.96686,PS71/178,19.4,-1.446,34.021999,,,19.6,,27.3819637141803
-69.397,359.96686,PS71/178,19.5,-1.452,34.018002,,,19.7,,27.378907559109166
-69.397,359.96686,PS71/178,19.7,-1.462857142857143,34.01099942857143,,,19.900000000000002,,27.37356189279103
-69.397,359.96686,PS71/178,19.8,-1.4776666666666667,34.00266633333334,,,20.0,,27.367259463784876
-69.397,359.96686,PS71/178,19.9,-1.5006,33.9869998,,,20.1,,27.355254915280966
-69.397,359.96686,PS71/178,20.0,-1.4723333333333333,34.00466666666667,,,20.2,,27.368717502865593
-69.397,359.96686,PS71/178,20.1,-1.506,33.983002,,,20.3,,27.352176696472952
-69.397,359.96686,PS71/178,20.3,-1.4735,34.0050015,,,20.5,,27.369026102648604
-69.397,359.96686,PS71/178,23.8,-1.557,33.929001,23.6,0.44878,24.0,52587.013681536606,27.309899935960857
-69.397,359.96686,PS71/178,24.3,-1.617,33.919998,,,24.5,,27.304342701531823
-69.397,359.96686,PS71/178,24.5,-1.463,33.9980015,,,24.8,,27.363032510780158
-69.397,359.96686,PS71/178,24.6,-1.5153333333333334,33.972,,,24.899999999999995,,27.34354579105866
-69.397,359.96686,PS71/178,24.7,-1.467,33.995998,,,25.0,,27.361532180152153
-69.397,359.96686,PS71/178,25.2,-1.456,34.019001,,,25.5,,27.379850523055893
-69.397,359.96686,PS71/178,49.4,-1.366,34.062,,,49.9,,27.412047017656505
-69.397,359.96686,PS71/178,49.5,-1.3556666666666668,34.07200133333333,,,50.0,,27.419819600366964
-69.397,359.96686,PS71/178,49.6,-1.365,34.061500499999994,,,50.1,,27.411611761740005
-69.397,359.96686,PS71/178,49.7,-1.3625,34.052499499999996,,,50.2,,27.404231998436444
-69.397,359.96686,PS71/178,49.9,-1.365,34.062,,,50.4,,27.412019537035803
-69.397,359.96686,PS71/178,50.0,-1.361,34.070999,,,50.5,,27.41918658926579
-69.397,359.96686,PS71/178,50.1,-1.362,34.069,,,50.6,,27.41759933758499
-69.397,359.96686,PS71/178,56.2,-1.333,34.081001,26.3050005,0.253659,56.8,103702.21636133548,27.42642931015439
-69.397,359.96686,PS71/178,72.2,-1.263,34.106998,,,72.9,,27.44528733346965
-69.397,359.96686,PS71/178,74.1,-1.358,34.088001,,,74.9,,27.433096954035364
-69.397,359.96686,PS71/178,75.0,-1.334,34.084999,26.459999,0.273171,75.8,96862.40120657024,27.429877224485836
-69.397,359.96686,PS71/178,98.6,-1.359,34.126999,28.450001,0.185366,99.6,153480.14738409416,27.46503358965606
-69.397,359.96686,PS71/178,99.9,-1.3605,34.09,,,100.9,,27.435095480422888
-69.397,359.96686,PS71/178,100.0,-1.348,34.110001,,,101.0,,27.450902515567122
-69.397,359.96686,PS71/178,100.2,-1.362,34.09,,,101.2,,27.435148133622306
-69.397,359.96686,PS71/178,100.3,-1.361,34.09,,,101.3,,27.43511636519179
-69.397,359.96686,PS71/178,100.5,-1.286,34.136002,,,101.5,,27.469905338565923
-69.397,359.96686,PS71/178,100.7,-1.344,34.098999,,,101.8,,27.44185776476843
-69.397,359.96686,PS71/178,100.8,-1.344,34.098999,,,101.9,,27.441858864841606
-69.397,359.96686,PS71/178,100.9,-1.345,34.098999,,,102.0,,27.44189310173033
-69.397,359.96686,PS71/178,101.0,-1.344,34.098999,,,102.1,,27.441861064987506
-69.397,359.96686,PS71/178,101.6,-1.282,34.111,,,102.7,,27.449514294110486
-69.397,359.96686,PS71/178,136.7,-1.7,34.370998,31.08,0.079024,138.1,393298.23850981984,27.674012109619525
-69.397,359.96686,PS71/178,148.6,-1.708,34.396,,,150.2,,27.69466178271
-69.397,359.96686,PS71/178,150.3,-1.669,34.396,31.4,0.429268,151.9,73147.7771462117,27.69353575980176
-69.397,359.96686,PS71/178,179.7,-1.639,34.408001,31.32,0.273171,181.6,114653.4588224958,27.70263072107832
-69.397,359.96686,PS71/178,199.5,-1.398,34.43,,,201.6,,27.71307027488797
-69.397,359.96686,PS71/178,199.7,-1.552,34.422001,31.540001,0.292683,201.8,107761.64314292253,27.71156665213607
-69.397,359.96686,PS71/178,199.9,-1.542,34.405998,,,202.0,,27.698268653191008
-69.397,359.96686,PS71/178,200.0,-1.5406666666666666,34.405998,,,202.1,,27.698227488719567
-69.397,359.96686,PS71/178,200.4,-1.5495,34.424499499999996,,,202.5,,27.713521726228237
-69.397,359.96686,PS71/178,299.8,-0.233,34.542,32.389999,0.62439,303.1,51874.62803696408,27.755550630820153
-69.397,359.96686,PS71/178,300.5,-0.518,34.515999,,,303.8,,27.748211481543876
-69.397,359.96686,PS71/178,399.8,0.506,34.624001,,,404.3,,27.781297110244168
-69.397,359.96686,PS71/178,400.3,0.506,34.624001,,,404.8,,27.781297917893426
-69.397,359.96686,PS71/178,450.8,0.692,34.651001,32.650002,0.166829,455.9,195709.39105311426,27.791698555687617
-69.397,359.96686,PS71/178,470.6,0.557,34.639999,,,475.9,,27.7912081543152
-69.397,359.96686,PS71/178,498.6,0.522,34.647999,,,504.3,,27.799813679793488
-69.397,359.96686,PS71/178,499.1,0.5175000000000001,34.647999,,,504.8,,27.800085971725593
-69.397,359.96686,PS71/178,499.2,0.519,34.647999,,,504.9,,27.79999566852962
-69.397,359.96686,PS71/178,499.9,0.584,34.651001,,,505.6,,27.79846407481955
-69.397,359.96686,PS71/178,500.0,,,,,505.7,,
-69.0035,0.00071,PS71/175,6.4,-1.131,33.980999,25.5,0.126829,6.5,201058.11762294112,27.33833504910399
-69.0035,0.00071,PS71/175,9.3,-1.127,33.981998,,,9.4,,27.338957098635547
-69.0035,0.00071,PS71/175,23.5,-1.132,33.981998,,,23.7,,27.338958758676654
-69.0035,0.00071,PS71/175,24.9,-1.131,33.980999,25.67,0.136585,25.2,187941.57484350403,27.3381225815001
-69.0035,0.00071,PS71/175,25.0,-1.131,33.98,25.629999,0.136585,25.3,187648.70959475782,27.337313855106913
-69.0035,0.00071,PS71/175,49.3,-1.301,34.162998,,,49.8,,27.491777964288303
-69.0035,0.00071,PS71/175,50.4,-1.188,34.094002,27.58,0.126829,50.9,217458.15231532222,27.431954279782985
-69.0035,0.00071,PS71/175,74.5,-1.468,34.436001,,,75.3,,27.718978449717497
-69.0035,0.00071,PS71/175,75.2,-1.592,34.415001,30.049999,0.04878,76.0,616031.1398113981,27.70586044815741
-69.0035,0.00071,PS71/175,100.2,-1.353,34.462002,30.77,0.165854,101.2,185524.6180375511,27.736541823223888
-69.0035,0.00071,PS71/175,100.6,-1.038,34.491001,,,101.6,,27.748566061205338
-69.0035,0.00071,PS71/175,148.7,0.253,34.606998,32.27,0.214634,150.3,150348.9661470224,27.78117693801846
-69.0035,0.00071,PS71/175,149.8,0.045,34.597,,,151.4,,27.78461842104639
-69.0035,0.00071,PS71/175,199.4,0.688,34.653999,32.18,0.253659,201.5,126863.22976909945,27.793560887697595
-69.0035,0.00071,PS71/175,200.2,0.664,34.651001,,,202.3,,27.79265413270673
-69.0035,0.00071,PS71/175,249.7,0.756,34.664001,32.09,0.263415,252.4,121822.97894956628,27.79763394480051
-69.0035,0.00071,PS71/175,299.9,0.762,34.672001,32.07,0.321951,303.2,99611.4315532488,27.803830028478387
-69.0035,0.00071,PS71/175,300.9,0.753,34.674999,,,304.2,,27.806816536406586
-69.0035,0.00071,PS71/175,399.7,0.744,34.681,32.110001,0.302439,404.2,106170.17315888492,27.812496180755716
